#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
9031,428485,MC4R,-,-,CGNC:53377|Ensembl:ENSGALG00010012132,2,-,melanocortin 4 receptor,protein-coding,MC4R,melanocortin 4 receptor,I,melanocortin receptor 4,20241203,-
9054,116226558,MC4R,-,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240727,-
9054,116230963,ADIPOQ,-,-,Ensembl:ENSPCLG00000008185,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240727,-
9054,116235644,LEPR,-,-,Ensembl:ENSPCLG00000005926,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240727,-
9054,116239018,PPARG,-,-,Ensembl:ENSPCLG00000001298,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240727,-
9054,116243759,FTO,-,-,Ensembl:ENSPCLG00000020663,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240727,-
9103,100125334,LEPR,-,Ob-R,Ensembl:ENSMGAG00000011860,10,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240308,-
9103,100540960,PPARG,-,-,Ensembl:ENSMGAG00000004981,14,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240308,-
9103,100544820,ADIPOQ,-,-,Ensembl:ENSMGAG00000004086,11,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240308,-
9103,100546308,FTO,-,-,Ensembl:ENSMGAG00000004464,13,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO|alpha-ketoglutarate-dependent dioxygenase|fat mass and obesity associated,20240411,-
9103,100547162,MC4R,-,-,-,3,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240308,-
9117,129202927,MC4R,-,-,EnsemblRapid:ENSGAMG00010001364,2,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240803,-
9117,129209595,LEPR,-,-,EnsemblRapid:ENSGAMG00010003618,8,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20241203,-
9117,129210290,ADIPOQ,-,-,EnsemblRapid:ENSGAMG00010006346,9,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20241203,-
9117,129211430,PPARG,-,-,EnsemblRapid:ENSGAMG00010000064,11,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20241203,-
9117,129212199,FTO,-,-,EnsemblRapid:ENSGAMG00010001861,13,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20241203,-
9135,103815223,LEPR,-,-,EnsemblRapid:ENSSCAG00000007012,8,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20241203,-
9135,103815704,ADIPOQ,-,-,EnsemblRapid:ENSSCAG00000009000,9,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20241203,-
9135,103816808,FTO,-,-,EnsemblRapid:ENSSCAG00000004856,11,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20241203,-
9135,103816936,PPARG,-,-,EnsemblRapid:ENSSCAG00000011103,12,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240812,-
9135,103819923,MC4R,-,-,EnsemblRapid:ENSSCAG00000003721,2,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240812,-
9157,107200903,MC4R,-,-,-,2,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240803,-
9157,107208507,LEPR,-,-,Ensembl:ENSPMJG00000012348,8,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240803,-
9157,107208541,ADIPOQ,-,-,Ensembl:ENSPMJG00000016487,9,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240803,-
9157,107209771,FTO,-,-,Ensembl:ENSPMJG00000001806,11,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240803,-
9157,107210458,PPARG,-,-,Ensembl:ENSPMJG00000005054,12,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
9160,120501784,PPARG,-,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
9160,120503235,LEPR,-,-,-,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240803,-
9160,120507995,FTO,-,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240803,-
9160,120508359,MC4R,-,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240803,-
9160,120511231,ADIPOQ,-,-,-,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240803,-
9172,106849277,PPARG,-,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
9172,106849588,ADIPOQ,-,-,-,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240803,-
9172,106850808,MC4R,-,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240803,-
9172,106857152,FTO,-,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240803,-
9172,106862220,LEPR,-,-,-,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240803,-
9209,104041189,MC4R,N336_02274,-,-,2,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4|Melanocortin receptor 4,20240803,-
9209,104049917,ADIPOQ,N336_05065,-,-,7,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20241203,-
9209,104050239,FTO,N336_02438,-,-,8,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO|Alpha-ketoglutarate-dependent dioxygenase FTO,20241203,-
9209,104052479,PPARG,N336_05512,-,-,6,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20241203,-
9209,104053897,LEPR,N336_06123,-,-,6,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20241203,-
9233,103896866,FTO,AS27_09139,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO|Alpha-ketoglutarate-dependent dioxygenase FTO,20240803,-
9233,103898452,LEPR,AS27_08218,-,-,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240803,-
9233,103898846,MC4R,AS27_14709,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4|Melanocortin receptor 4,20240803,-
9233,103903128,ADIPOQ,AS27_07685,-,-,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240803,-
9233,103905410,PPARG,AS27_00391,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
9238,103913974,LEPR,AS28_09834,-,-,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240803,-
9238,103914233,FTO,AS28_12900,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO|Alpha-ketoglutarate-dependent dioxygenase FTO,20240803,-
9238,103915212,PPARG,AS28_07524,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
9238,103919218,MC4R,AS28_12466,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4|Melanocortin receptor 4,20240803,-
9238,103926023,ADIPOQ,AS28_11980,-,-,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240803,-
9244,103533767,MC4R,N300_07454,-,EnsemblRapid:ENSCAAG00010013903,2,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4|Melanocortin receptor 4,20240803,-
9244,103534686,ADIPOQ,N300_10426,-,EnsemblRapid:ENSCAAG00010002485,9,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240803,-
9244,103534934,LEPR,N300_00646,-,EnsemblRapid:ENSCAAG00010005555,8,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240803,-
9244,103535286,FTO,N300_03846,-,EnsemblRapid:ENSCAAG00010005362,11,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO|Alpha-ketoglutarate-dependent dioxygenase FTO,20240803,-
9244,103539737,PPARG,N300_10961,-,EnsemblRapid:ENSCAAG00010015213,12,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
9258,100073912,MC4R,-,-,Ensembl:ENSOANG00000002108,X3,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240430,-
9258,100075105,ADIPOQ,-,-,Ensembl:ENSOANG00000004008,1,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240430,-
9258,100080852,PPARG,-,-,Ensembl:ENSOANG00000046286,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240430,-
9258,100081526,LEPR,-,-,-,18,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240430,-
9258,100091368,FTO,-,-,-,11,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240430,-
9261,119928382,ADIPOQ,-,-,-,1,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240321,-
9261,119933258,LEPR,-,-,-,10,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240321,-
9261,119934663,FTO,-,-,-,11,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
9261,119948893,MC4R,-,-,-,X3,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240321,-
9261,119950190,PPARG,-,-,-,X1,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240321,-
9305,100914129,LEPR,-,-,Ensembl:ENSSHAG00000010527,4,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240308,-
9305,100921147,MC4R,-,-,Ensembl:ENSSHAG00000005781,1,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240308,-
9305,100924674,ADIPOQ,-,-,Ensembl:ENSSHAG00000011554,4,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240308,-
9305,100934154,PPARG,-,-,Ensembl:ENSSHAG00000008610,1,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240308,-
9305,100934225,FTO,-,-,Ensembl:ENSSHAG00000009174,2,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
9337,118830830,PPARG,-,-,-,9,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240320,-
9337,118843584,FTO,-,-,-,3,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
9337,118846023,LEPR,-,-,-,4,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240320,-
9337,118856241,MC4R,-,-,-,1,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240320,-
9337,118858352,ADIPOQ,-,-,-,7,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240320,-
9361,101411077,LEPR,-,-,Ensembl:ENSDNOG00000004616,9,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240308,-
9361,101418117,PPARG,-,-,Ensembl:ENSDNOG00000018641,26,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240308,-
9361,101424077,MC4R,-,-,Ensembl:ENSDNOG00000043358,16,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240308,-
9361,101442588,ADIPOQ,-,ADID,Ensembl:ENSDNOG00000046746,4,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin|adiponectin D,20240308,-
9361,101445882,FTO,-,-,-,18,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
9365,103108200,PPARG,-,-,EnsemblRapid:ENSEEUG00010017501,21,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20250128,-
9365,103110627,ADIPOQ,-,-,EnsemblRapid:ENSEEUG00010010470,9,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20250128,-
9365,103114346,MC4R,-,-,EnsemblRapid:ENSEEUG00010019503,15,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20250128,-
9365,103118062,LEPR,-,-,EnsemblRapid:ENSEEUG00010011758,13,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20250128,-
9365,103127410,FTO,-,-,EnsemblRapid:ENSEEUG00010001730,2,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20250128,-
9371,101642090,ADIPOQ,-,-,-,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240920,-
9371,101646118,LEPR,-,-,-,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240920,-
9371,101656886,PPARG,-,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240920,-
9371,101658138,MC4R,-,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240920,-
9371,101661720,FTO,-,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240920,-
9402,102882664,LEPR,PAL_GLEAN10023838,-,-,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240330,-
9402,102882796,FTO,PAL_GLEAN10011032,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO|Protein fto,20240411,-
9402,102886469,ADIPOQ,PAL_GLEAN10018226,-,-,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240330,-
9402,102892450,PPARG,PAL_GLEAN10022304,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240330,-
9402,102895001,MC4R,PAL_GLEAN10017108,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4|Melanocortin receptor 4,20240330,-
9407,107505890,ADIPOQ,HJG63_000379,-,-,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240330,-
9407,107509671,FTO,HJG63_005337,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
9407,107516200,MC4R,HJG63_013083,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240330,-
9407,107517946,LEPR,HJG63_007584,-,-,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240330,-
9407,107519731,PPARG,HJG63_015689,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240330,-
9417,119039116,ADIPOQ,-,-,EnsemblRapid:ENSAJMG00005017189,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240330,-
9417,119044811,PPARG,-,-,EnsemblRapid:ENSAJMG00005003702,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240330,-
9417,119046448,FTO,-,-,EnsemblRapid:ENSAJMG00005019098,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
9417,119054127,MC4R,-,-,EnsemblRapid:ENSAJMG00005014319,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240330,-
9417,119063534,LEPR,-,-,EnsemblRapid:ENSAJMG00005012455,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240330,-
9423,123806072,FTO,-,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
9423,123814448,PPARG,-,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240330,-
9423,123816500,LEPR,-,-,-,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240330,-
9423,123826191,MC4R,-,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240330,-
9423,123826720,ADIPOQ,-,-,-,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240330,-
9430,112296679,FTO,-,-,-,12,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO|Putative alpha-ketoglutarate-dependent dioxygenase fto,20241203,-
9430,112301119,PPARG,-,-,-,8,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240330,-
9430,112305204,ADIPOQ,-,-,-,2,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240330,-
9430,112309327,LEPR,-,-,-,3,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240330,-
9430,112322828,MC4R,-,-,-,10,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240330,-
9447,123621607,MC4R,-,-,-,16,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20241203,-
9447,123625009,FTO,-,-,-,20,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
9447,123630372,ADIPOQ,-,-,-,1,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240322,-
9447,123635554,LEPR,-,-,-,3,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240322,-
9447,123638104,PPARG,-,-,-,5,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240322,-
9470,128567972,ADIPOQ,-,-,-,16,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240325,-
9470,128571856,MC4R,-,-,EnsemblRapid:ENSNCUG00010007283,19,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240325,-
9470,128585345,LEPR,-,-,EnsemblRapid:ENSNCUG00010009558,5,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240325,-
9470,128592212,PPARG,-,-,EnsemblRapid:ENSNCUG00010028182,8,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240325,-
9470,128593670,FTO,-,-,EnsemblRapid:ENSNCUG00010001822,2,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
9483,100405042,MC4R,-,-,Ensembl:ENSCJAG00000022877,13,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240308,-
9483,100407614,ADIPOQ,-,-,Ensembl:ENSCJAG00000014478,15,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240308,-
9483,100408177,LEPR,-,-,Ensembl:ENSCJAG00000016945,7,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240308,-
9483,100411384,FTO,-,-,Ensembl:ENSCJAG00000001425,20,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO|fat mass and obesity associated,20241203,-
9483,100414099,PPARG,-,-,Ensembl:ENSCJAG00000016687,15,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20241203,-
9515,116534865,FTO,-,-,EnsemblRapid:ENSSAEG00000021608,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
9515,116539379,PPARG,-,-,EnsemblRapid:ENSSAEG00000022222,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240318,-
9515,116561739,MC4R,-,-,EnsemblRapid:ENSSAEG00000012026,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240318,-
9515,116563890,LEPR,-,-,EnsemblRapid:ENSSAEG00000009353,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240318,-
9515,116564890,ADIPOQ,-,-,EnsemblRapid:ENSSAEG00000012589,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240318,-
